Article,Article Description
59515075,"CL;YS;WIC;CL, 13.00, -, 14.00, 00.00"
59515074,"CL;YS;WIC;CL, 13.00, -, 13.50, 00.00"
59515073,"CL;YS;WIC;CL, 13.00, -, 13.00, 00.00"
59515072,"CL;YS;WIC;CL, 13.00, -, 12.50, 00.00"
59515071,"CL;YS;WIC;CL, 13.00, -, 12.00, 00.00"
59515070,"CL;YS;WIC;CL, 13.00, -, 11.50, 00.00"
59515069,"CL;YS;WIC;CL, 13.00, -, 11.00, 00.00"
59515068,"CL;YS;WIC;CL, 13.00, -, 10.50, 00.00"
59515067,"CL;YS;WIC;CL, 13.00, -, 10.00, 00.00"
59515066,"CL;YS;WIC;CL, 13.00, -, 09.50, 00.00"
59515065,"CL;YS;WIC;CL, 13.00, -, 09.00, 00.00"
59515064,"CL;YS;WIC;CL, 13.00, -, 08.50, 00.00"
59515063,"CL;YS;WIC;CL, 13.00, -, 08.00, 00.00"
59515062,"CL;YS;WIC;CL, 13.00, -, 07.50, 00.00"
59515061,"CL;YS;WIC;CL, 13.00, -, 07.00, 00.00"
59515060,"CL;YS;WIC;CL, 13.00, -, 06.50, 00.00"
59515059,"CL;YS;WIC;CL, 13.00, -, 06.00, 00.00"
59515058,"CL;YS;WIC;CL, 13.00, -, 05.75, 00.00"
59515057,"CL;YS;WIC;CL, 13.00, -, 05.50, 00.00"
59515056,"CL;YS;WIC;CL, 13.00, -, 05.25, 00.00"
59515055,"CL;YS;WIC;CL, 13.00, -, 05.00, 00.00"
59515054,"CL;YS;WIC;CL, 13.00, -, 04.75, 00.00"
59515053,"CL;YS;WIC;CL, 13.00, -, 04.50, 00.00"
59515052,"CL;YS;WIC;CL, 13.00, -, 04.25, 00.00"
59515051,"CL;YS;WIC;CL, 13.00, -, 04.00, 00.00"
59515050,"CL;YS;WIC;CL, 13.00, -, 03.75, 00.00"
59515049,"CL;YS;WIC;CL, 13.00, -, 03.50, 00.00"
59515048,"CL;YS;WIC;CL, 13.00, -, 03.25, 00.00"
59515047,"CL;YS;WIC;CL, 13.00, -, 03.00, 00.00"
59515046,"CL;YS;WIC;CL, 13.00, -, 02.75, 00.00"
59515045,"CL;YS;WIC;CL, 13.00, -, 02.50, 00.00"
59515044,"CL;YS;WIC;CL, 13.00, -, 02.25, 00.00"
59515043,"CL;YS;WIC;CL, 13.00, -, 02.00, 00.00"
59515042,"CL;YS;WIC;CL, 13.00, -, 01.75, 00.00"
59515041,"CL;YS;WIC;CL, 13.00, -, 01.50, 00.00"
59515040,"CL;YS;WIC;CL, 13.00, -, 01.25, 00.00"
59515039,"CL;YS;WIC;CL, 13.00, -, 01.00, 00.00"
59515038,"CL;YS;WIC;CL, 13.00, -, 00.75, 00.00"
59515037,"CL;YS;WIC;CL, 13.00, -, 00.50, 00.00"
59511051,"CL;YS;DUR;CL, 14.50, -, 20.00, 00.00"
59511050,"CL;YS;DUR;CL, 14.50, -, 19.50, 00.00"
59511049,"CL;YS;DUR;CL, 14.50, -, 19.00, 00.00"
59511048,"CL;YS;DUR;CL, 14.50, -, 18.50, 00.00"
59511047,"CL;YS;DUR;CL, 14.50, -, 18.00, 00.00"
59511046,"CL;YS;DUR;CL, 14.50, -, 17.50, 00.00"
59511045,"CL;YS;DUR;CL, 14.50, -, 17.00, 00.00"
59511044,"CL;YS;DUR;CL, 14.50, -, 16.50, 00.00"
59511043,"CL;YS;DUR;CL, 14.50, -, 16.00, 00.00"
59511042,"CL;YS;DUR;CL, 14.50, -, 15.50, 00.00"
59511041,"CL;YS;DUR;CL, 14.50, -, 15.00, 00.00"
59511040,"CL;YS;DUR;CL, 14.50, -, 14.50, 00.00"
59511039,"CL;YS;DUR;CL, 14.50, -, 14.00, 00.00"
59511038,"CL;YS;DUR;CL, 14.50, -, 13.50, 00.00"
59511037,"CL;YS;DUR;CL, 14.50, -, 13.00, 00.00"
59511036,"CL;YS;DUR;CL, 14.50, -, 12.50, 00.00"
59511035,"CL;YS;DUR;CL, 14.50, -, 12.00, 00.00"
59511034,"CL;YS;DUR;CL, 14.50, -, 11.50, 00.00"
59511033,"CL;YS;DUR;CL, 14.50, -, 11.00, 00.00"
59511032,"CL;YS;DUR;CL, 14.50, -, 10.50, 00.00"
59511031,"CL;YS;DUR;CL, 14.50, -, 10.00, 00.00"
59511030,"CL;YS;DUR;CL, 14.50, -, 09.50, 00.00"
59511029,"CL;YS;DUR;CL, 14.50, -, 09.00, 00.00"
59511028,"CL;YS;DUR;CL, 14.50, -, 08.50, 00.00"
59511027,"CL;YS;DUR;CL, 14.50, -, 08.00, 00.00"
59511026,"CL;YS;DUR;CL, 14.50, -, 07.50, 00.00"
59511025,"CL;YS;DUR;CL, 14.50, -, 07.00, 00.00"
59511024,"CL;YS;DUR;CL, 14.50, -, 06.50, 00.00"
59511023,"CL;YS;DUR;CL, 14.50, -, 06.00, 00.00"
59511022,"CL;YS;DUR;CL, 14.50, -, 05.75, 00.00"
59511021,"CL;YS;DUR;CL, 14.50, -, 05.50, 00.00"
59511020,"CL;YS;DUR;CL, 14.50, -, 05.25, 00.00"
59511019,"CL;YS;DUR;CL, 14.50, -, 05.00, 00.00"
59511018,"CL;YS;DUR;CL, 14.50, -, 04.75, 00.00"
59511017,"CL;YS;DUR;CL, 14.50, -, 04.50, 00.00"
59511016,"CL;YS;DUR;CL, 14.50, -, 04.25, 00.00"
59511015,"CL;YS;DUR;CL, 14.50, -, 04.00, 00.00"
59511014,"CL;YS;DUR;CL, 14.50, -, 03.75, 00.00"
59511013,"CL;YS;DUR;CL, 14.50, -, 03.50, 00.00"
59511012,"CL;YS;DUR;CL, 14.50, -, 03.25, 00.00"
59511011,"CL;YS;DUR;CL, 14.50, -, 03.00, 00.00"
59511010,"CL;YS;DUR;CL, 14.50, -, 02.75, 00.00"
59511009,"CL;YS;DUR;CL, 14.50, -, 02.50, 00.00"
59511008,"CL;YS;DUR;CL, 14.50, -, 02.25, 00.00"
59511007,"CL;YS;DUR;CL, 14.50, -, 02.00, 00.00"
59511006,"CL;YS;DUR;CL, 14.50, -, 01.75, 00.00"
59511005,"CL;YS;DUR;CL, 14.50, -, 01.50, 00.00"
59511004,"CL;YS;DUR;CL, 14.50, -, 01.25, 00.00"
59511003,"CL;YS;DUR;CL, 14.50, -, 01.00, 00.00"
59511002,"CL;YS;DUR;CL, 14.50, -, 00.75, 00.00"
59511001,"CL;YS;DUR;CL, 14.50, -, 00.50, 00.00"
25582001,"CL;YM;TRI;VI, 14.50, -, 00.00, 00.00"
25581020,"CL;YM;TRI;HA, 14.50, -, 06.00, 00.00"
25581019,"CL;YM;TRI;HA, 14.50, -, 05.50, 00.00"
25581017,"CL;YM;TRI;HA, 14.50, -, 04.50, 00.00"
25581016,"CL;YM;TRI;HA, 14.50, -, 04.00, 00.00"
25581014,"CL;YM;TRI;HA, 14.50, -, 03.50, 00.00"
25581013,"CL;YM;TRI;HA, 14.50, -, 03.25, 00.00"
25581012,"CL;YM;TRI;HA, 14.50, -, 03.00, 00.00"
25581011,"CL;YM;TRI;HA, 14.50, -, 02.75, 00.00"
25581010,"CL;YM;TRI;HA, 14.50, -, 02.50, 00.00"
25581001,"CL;YM;TRI;HA, 14.50, -, 00.00, 00.00"
25580020,"CL;YM;TRI;GY, 14.50, -, 06.00, 00.00"
25580014,"CL;YM;TRI;GY, 14.50, -, 03.50, 00.00"
25580012,"CL;YM;TRI;GY, 14.50, -, 03.00, 00.00"
25580011,"CL;YM;TRI;GY, 14.50, -, 02.75, 00.00"
25580010,"CL;YM;TRI;GY, 14.50, -, 02.50, 00.00"
25580008,"CL;YM;TRI;GY, 14.50, -, 02.00, 00.00"
25580007,"CL;YM;TRI;GY, 14.50, -, 01.75, 00.00"
25580001,"CL;YM;TRI;GY, 14.50, -, 00.00, 00.00"
25579020,"CL;YM;TRI;GN, 14.50, -, 06.00, 00.00"
25579016,"CL;YM;TRI;GN, 14.50, -, 04.00, 00.00"
25579014,"CL;YM;TRI;GN, 14.50, -, 03.50, 00.00"
25579012,"CL;YM;TRI;GN, 14.50, -, 03.00, 00.00"
25579009,"CL;YM;TRI;GN, 14.50, -, 02.25, 00.00"
25579008,"CL;YM;TRI;GN, 14.50, -, 02.00, 00.00"
25579007,"CL;YM;TRI;GN, 14.50, -, 01.75, 00.00"
25579005,"CL;YM;TRI;GN, 14.50, -, 01.25, 00.00"
25579004,"CL;YM;TRI;GN, 14.50, -, 01.00, 00.00"
25579003,"CL;YM;TRI;GN, 14.50, -, 00.75, 00.00"
25579001,"CL;YM;TRI;GN, 14.50, -, 00.00, 00.00"
59531020,"CL;YM;TRI;BL, 14.50, -, 06.00, 00.00"
59531019,"CL;YM;TRI;BL, 14.50, -, 05.50, 00.00"
59531018,"CL;YM;TRI;BL, 14.50, -, 05.00, 00.00"
59531017,"CL;YM;TRI;BL, 14.50, -, 04.50, 00.00"
59531016,"CL;YM;TRI;BL, 14.50, -, 04.00, 00.00"
59531015,"CL;YM;TRI;BL, 14.50, -, 03.75, 00.00"
59531014,"CL;YM;TRI;BL, 14.50, -, 03.50, 00.00"
59531013,"CL;YM;TRI;BL, 14.50, -, 03.25, 00.00"
59531012,"CL;YM;TRI;BL, 14.50, -, 03.00, 00.00"
59531011,"CL;YM;TRI;BL, 14.50, -, 02.75, 00.00"
59531010,"CL;YM;TRI;BL, 14.50, -, 02.50, 00.00"
59531009,"CL;YM;TRI;BL, 14.50, -, 02.25, 00.00"
59531008,"CL;YM;TRI;BL, 14.50, -, 02.00, 00.00"
25578007,"CL;YM;TRI;BL, 14.50, -, 01.75, 00.00"
59531007,"CL;YM;TRI;BL, 14.50, -, 01.75, 00.00"
59531006,"CL;YM;TRI;BL, 14.50, -, 01.50, 00.00"
25578005,"CL;YM;TRI;BL, 14.50, -, 01.25, 00.00"
59531005,"CL;YM;TRI;BL, 14.50, -, 01.25, 00.00"
59531004,"CL;YM;TRI;BL, 14.50, -, 01.00, 00.00"
59531003,"CL;YM;TRI;BL, 14.50, -, 00.75, 00.00"
59531002,"CL;YM;TRI;BL, 14.50, -, 00.50, 00.00"
25578001,"CL;YM;TRI;BL, 14.50, -, 00.00, 00.00"
59531001,"CL;YM;TRI;BL, 14.50, -, 00.00, 00.00"
25583027,"CL;YM;DUR;AM, 14.50, -, 07.50, 00.00"
25583026,"CL;YM;DUR;AM, 14.50, -, 07.00, 00.00"
25583024,"CL;YM;DUR;AM, 14.50, -, 06.00, 00.00"
25583023,"CL;YM;DUR;AM, 14.50, -, 05.75, 00.00"
25583022,"CL;YM;DUR;AM, 14.50, -, 05.50, 00.00"
25583021,"CL;YM;DUR;AM, 14.50, -, 05.25, 00.00"
25583020,"CL;YM;DUR;AM, 14.50, -, 05.00, 00.00"
25583019,"CL;YM;DUR;AM, 14.50, -, 04.75, 00.00"
25583018,"CL;YM;DUR;AM, 14.50, -, 04.50, 00.00"
25583017,"CL;YM;DUR;AM, 14.50, -, 04.25, 00.00"
25583015,"CL;YM;DUR;AM, 14.50, -, 03.75, 00.00"
25583014,"CL;YM;DUR;AM, 14.50, -, 03.50, 00.00"
25583013,"CL;YM;DUR;AM, 14.50, -, 03.25, 00.00"
25583012,"CL;YM;DUR;AM, 14.50, -, 03.00, 00.00"
25583011,"CL;YM;DUR;AM, 14.50, -, 02.75, 00.00"
25583010,"CL;YM;DUR;AM, 14.50, -, 02.50, 00.00"
25583009,"CL;YM;DUR;AM, 14.50, -, 02.25, 00.00"
25583008,"CL;YM;DUR;AM, 14.50, -, 02.00, 00.00"
25583007,"CL;YM;DUR;AM, 14.50, -, 01.75, 00.00"
25583006,"CL;YM;DUR;AM, 14.50, -, 01.50, 00.00"
25583005,"CL;YM;DUR;AM, 14.50, -, 01.25, 00.00"
25583004,"CL;YM;DUR;AM, 14.50, -, 01.00, 00.00"
25583003,"CL;YM;DUR;AM, 14.50, -, 00.75, 00.00"
25583002,"CL;YM;DUR;AM, 14.50, -, 00.50, 00.00"
25583001,"CL;YM;DUR;AM, 14.50, -, 00.00, 00.00"
59509175,"CL;YF;WIC;CL, 13.80, +, 25.00, 00.00"
59509174,"CL;YF;WIC;CL, 13.80, +, 24.50, 00.00"
59509173,"CL;YF;WIC;CL, 13.80, +, 24.00, 00.00"
59509172,"CL;YF;WIC;CL, 13.80, +, 23.50, 00.00"
59509171,"CL;YF;WIC;CL, 13.80, +, 23.00, 00.00"
59509170,"CL;YF;WIC;CL, 13.80, +, 22.50, 00.00"
25577230,"CL;YF;WIC;CL, 13.80, +, 22.00, 00.00"
59509169,"CL;YF;WIC;CL, 13.80, +, 22.00, 00.00"
59509168,"CL;YF;WIC;CL, 13.80, +, 21.50, 00.00"
59509167,"CL;YF;WIC;CL, 13.80, +, 21.00, 00.00"
25577227,"CL;YF;WIC;CL, 13.80, +, 20.50, 00.00"
59509166,"CL;YF;WIC;CL, 13.80, +, 20.50, 00.00"
59509165,"CL;YF;WIC;CL, 13.80, +, 20.00, 00.00"
59509164,"CL;YF;WIC;CL, 13.80, +, 19.50, 00.00"
25577224,"CL;YF;WIC;CL, 13.80, +, 19.00, 00.00"
59509163,"CL;YF;WIC;CL, 13.80, +, 19.00, 00.00"
59509162,"CL;YF;WIC;CL, 13.80, +, 18.50, 00.00"
25577222,"CL;YF;WIC;CL, 13.80, +, 18.00, 00.00"
59509161,"CL;YF;WIC;CL, 13.80, +, 18.00, 00.00"
59509160,"CL;YF;WIC;CL, 13.80, +, 17.50, 00.00"
59509159,"CL;YF;WIC;CL, 13.80, +, 17.00, 00.00"
59509158,"CL;YF;WIC;CL, 13.80, +, 16.50, 00.00"
25577218,"CL;YF;WIC;CL, 13.80, +, 16.00, 00.00"
59509157,"CL;YF;WIC;CL, 13.80, +, 16.00, 00.00"
25577217,"CL;YF;WIC;CL, 13.80, +, 15.50, 00.00"
59509156,"CL;YF;WIC;CL, 13.80, +, 15.50, 00.00"
59509155,"CL;YF;WIC;CL, 13.80, +, 15.00, 00.00"
59509154,"CL;YF;WIC;CL, 13.80, +, 14.50, 00.00"
59509153,"CL;YF;WIC;CL, 13.80, +, 14.00, 00.00"
25577213,"CL;YF;WIC;CL, 13.80, +, 13.50, 00.00"
59509152,"CL;YF;WIC;CL, 13.80, +, 13.50, 00.00"
25577212,"CL;YF;WIC;CL, 13.80, +, 13.00, 00.00"
59509151,"CL;YF;WIC;CL, 13.80, +, 13.00, 00.00"
25577211,"CL;YF;WIC;CL, 13.80, +, 12.50, 00.00"
59509150,"CL;YF;WIC;CL, 13.80, +, 12.50, 00.00"
25577072,"CL;YF;WIC;CL, 13.80, +, 12.00, 00.00"
59509149,"CL;YF;WIC;CL, 13.80, +, 12.00, 00.00"
25577071,"CL;YF;WIC;CL, 13.80, +, 11.50, 00.00"
59509148,"CL;YF;WIC;CL, 13.80, +, 11.50, 00.00"
25577070,"CL;YF;WIC;CL, 13.80, +, 11.00, 00.00"
59509147,"CL;YF;WIC;CL, 13.80, +, 11.00, 00.00"
25577069,"CL;YF;WIC;CL, 13.80, +, 10.50, 00.00"
59509146,"CL;YF;WIC;CL, 13.80, +, 10.50, 00.00"
25577068,"CL;YF;WIC;CL, 13.80, +, 10.00, 00.00"
59509145,"CL;YF;WIC;CL, 13.80, +, 10.00, 00.00"
25577067,"CL;YF;WIC;CL, 13.80, +, 09.50, 00.00"
59509144,"CL;YF;WIC;CL, 13.80, +, 09.50, 00.00"
25577066,"CL;YF;WIC;CL, 13.80, +, 09.00, 00.00"
59509143,"CL;YF;WIC;CL, 13.80, +, 09.00, 00.00"
25577065,"CL;YF;WIC;CL, 13.80, +, 08.50, 00.00"
59509142,"CL;YF;WIC;CL, 13.80, +, 08.50, 00.00"
25577064,"CL;YF;WIC;CL, 13.80, +, 08.00, 00.00"
59509141,"CL;YF;WIC;CL, 13.80, +, 08.00, 00.00"
25577063,"CL;YF;WIC;CL, 13.80, +, 07.50, 00.00"
59509140,"CL;YF;WIC;CL, 13.80, +, 07.50, 00.00"
25577062,"CL;YF;WIC;CL, 13.80, +, 07.00, 00.00"
59509139,"CL;YF;WIC;CL, 13.80, +, 07.00, 00.00"
25577061,"CL;YF;WIC;CL, 13.80, +, 06.50, 00.00"
59509138,"CL;YF;WIC;CL, 13.80, +, 06.50, 00.00"
25577060,"CL;YF;WIC;CL, 13.80, +, 06.00, 00.00"
59509137,"CL;YF;WIC;CL, 13.80, +, 06.00, 00.00"
25577059,"CL;YF;WIC;CL, 13.80, +, 05.75, 00.00"
59509136,"CL;YF;WIC;CL, 13.80, +, 05.75, 00.00"
25577058,"CL;YF;WIC;CL, 13.80, +, 05.50, 00.00"
59509135,"CL;YF;WIC;CL, 13.80, +, 05.50, 00.00"
25577057,"CL;YF;WIC;CL, 13.80, +, 05.25, 00.00"
59509134,"CL;YF;WIC;CL, 13.80, +, 05.25, 00.00"
25577056,"CL;YF;WIC;CL, 13.80, +, 05.00, 00.00"
59509133,"CL;YF;WIC;CL, 13.80, +, 05.00, 00.00"
25577055,"CL;YF;WIC;CL, 13.80, +, 04.75, 00.00"
59509132,"CL;YF;WIC;CL, 13.80, +, 04.75, 00.00"
25577054,"CL;YF;WIC;CL, 13.80, +, 04.50, 00.00"
59509131,"CL;YF;WIC;CL, 13.80, +, 04.50, 00.00"
25577053,"CL;YF;WIC;CL, 13.80, +, 04.25, 00.00"
59509130,"CL;YF;WIC;CL, 13.80, +, 04.25, 00.00"
25577052,"CL;YF;WIC;CL, 13.80, +, 04.00, 00.00"
59509129,"CL;YF;WIC;CL, 13.80, +, 04.00, 00.00"
25577051,"CL;YF;WIC;CL, 13.80, +, 03.75, 00.00"
59509128,"CL;YF;WIC;CL, 13.80, +, 03.75, 00.00"
25577050,"CL;YF;WIC;CL, 13.80, +, 03.50, 00.00"
59509127,"CL;YF;WIC;CL, 13.80, +, 03.50, 00.00"
25577049,"CL;YF;WIC;CL, 13.80, +, 03.25, 00.00"
59509126,"CL;YF;WIC;CL, 13.80, +, 03.25, 00.00"
25577048,"CL;YF;WIC;CL, 13.80, +, 03.00, 00.00"
59509125,"CL;YF;WIC;CL, 13.80, +, 03.00, 00.00"
25577047,"CL;YF;WIC;CL, 13.80, +, 02.75, 00.00"
59509124,"CL;YF;WIC;CL, 13.80, +, 02.75, 00.00"
25577046,"CL;YF;WIC;CL, 13.80, +, 02.50, 00.00"
59509123,"CL;YF;WIC;CL, 13.80, +, 02.50, 00.00"
25577045,"CL;YF;WIC;CL, 13.80, +, 02.25, 00.00"
59509122,"CL;YF;WIC;CL, 13.80, +, 02.25, 00.00"
25577044,"CL;YF;WIC;CL, 13.80, +, 02.00, 00.00"
59509121,"CL;YF;WIC;CL, 13.80, +, 02.00, 00.00"
25577043,"CL;YF;WIC;CL, 13.80, +, 01.75, 00.00"
59509120,"CL;YF;WIC;CL, 13.80, +, 01.75, 00.00"
25577042,"CL;YF;WIC;CL, 13.80, +, 01.50, 00.00"
59509119,"CL;YF;WIC;CL, 13.80, +, 01.50, 00.00"
25577041,"CL;YF;WIC;CL, 13.80, +, 01.25, 00.00"
59509118,"CL;YF;WIC;CL, 13.80, +, 01.25, 00.00"
25577040,"CL;YF;WIC;CL, 13.80, +, 01.00, 00.00"
59509117,"CL;YF;WIC;CL, 13.80, +, 01.00, 00.00"
25577039,"CL;YF;WIC;CL, 13.80, +, 00.75, 00.00"
59509116,"CL;YF;WIC;CL, 13.80, +, 00.75, 00.00"
25577038,"CL;YF;WIC;CL, 13.80, +, 00.50, 00.00"
59509115,"CL;YF;WIC;CL, 13.80, +, 00.50, 00.00"
25577037,"CL;YF;WIC;CL, 13.80, +, 00.00, 00.00"
59509114,"CL;YF;WIC;CL, 13.80, +, 00.00, 00.00"
25577194,"CL;YF;WIC;CL, 13.80, -, 25.00, 00.00"
59509237,"CL;YF;WIC;CL, 13.80, -, 25.00, 00.00"
59509236,"CL;YF;WIC;CL, 13.80, -, 24.50, 00.00"
25577192,"CL;YF;WIC;CL, 13.80, -, 24.00, 00.00"
59509235,"CL;YF;WIC;CL, 13.80, -, 24.00, 00.00"
59509234,"CL;YF;WIC;CL, 13.80, -, 23.50, 00.00"
59509233,"CL;YF;WIC;CL, 13.80, -, 23.25, 00.00"
25577190,"CL;YF;WIC;CL, 13.80, -, 23.00, 00.00"
59509232,"CL;YF;WIC;CL, 13.80, -, 23.00, 00.00"
59509231,"CL;YF;WIC;CL, 13.80, -, 22.50, 00.00"
59509230,"CL;YF;WIC;CL, 13.80, -, 22.00, 00.00"
59509229,"CL;YF;WIC;CL, 13.80, -, 21.50, 00.00"
59509228,"CL;YF;WIC;CL, 13.80, -, 21.00, 00.00"
59509227,"CL;YF;WIC;CL, 13.80, -, 20.50, 00.00"
25577184,"CL;YF;WIC;CL, 13.80, -, 20.00, 00.00"
59509226,"CL;YF;WIC;CL, 13.80, -, 20.00, 00.00"
25577183,"CL;YF;WIC;CL, 13.80, -, 19.50, 00.00"
59509225,"CL;YF;WIC;CL, 13.80, -, 19.50, 00.00"
25577182,"CL;YF;WIC;CL, 13.80, -, 19.00, 00.00"
59509224,"CL;YF;WIC;CL, 13.80, -, 19.00, 00.00"
25577181,"CL;YF;WIC;CL, 13.80, -, 18.50, 00.00"
59509223,"CL;YF;WIC;CL, 13.80, -, 18.50, 00.00"
25577180,"CL;YF;WIC;CL, 13.80, -, 18.00, 00.00"
59509222,"CL;YF;WIC;CL, 13.80, -, 18.00, 00.00"
25577179,"CL;YF;WIC;CL, 13.80, -, 17.50, 00.00"
59509221,"CL;YF;WIC;CL, 13.80, -, 17.50, 00.00"
59509220,"CL;YF;WIC;CL, 13.80, -, 17.00, 00.00"
59509219,"CL;YF;WIC;CL, 13.80, -, 16.50, 00.00"
25577176,"CL;YF;WIC;CL, 13.80, -, 16.00, 00.00"
59509218,"CL;YF;WIC;CL, 13.80, -, 16.00, 00.00"
25577175,"CL;YF;WIC;CL, 13.80, -, 15.50, 00.00"
59509217,"CL;YF;WIC;CL, 13.80, -, 15.50, 00.00"
25577174,"CL;YF;WIC;CL, 13.80, -, 15.00, 00.00"
59509216,"CL;YF;WIC;CL, 13.80, -, 15.00, 00.00"
25577173,"CL;YF;WIC;CL, 13.80, -, 14.50, 00.00"
59509215,"CL;YF;WIC;CL, 13.80, -, 14.50, 00.00"
25577172,"CL;YF;WIC;CL, 13.80, -, 14.00, 00.00"
59509214,"CL;YF;WIC;CL, 13.80, -, 14.00, 00.00"
25577171,"CL;YF;WIC;CL, 13.80, -, 13.50, 00.00"
59509213,"CL;YF;WIC;CL, 13.80, -, 13.50, 00.00"
25577170,"CL;YF;WIC;CL, 13.80, -, 13.00, 00.00"
59509212,"CL;YF;WIC;CL, 13.80, -, 13.00, 00.00"
25577169,"CL;YF;WIC;CL, 13.80, -, 12.50, 00.00"
59509211,"CL;YF;WIC;CL, 13.80, -, 12.50, 00.00"
25577168,"CL;YF;WIC;CL, 13.80, -, 12.00, 00.00"
59509210,"CL;YF;WIC;CL, 13.80, -, 12.00, 00.00"
25577167,"CL;YF;WIC;CL, 13.80, -, 11.50, 00.00"
59509209,"CL;YF;WIC;CL, 13.80, -, 11.50, 00.00"
25577166,"CL;YF;WIC;CL, 13.80, -, 11.00, 00.00"
59509208,"CL;YF;WIC;CL, 13.80, -, 11.00, 00.00"
25577165,"CL;YF;WIC;CL, 13.80, -, 10.50, 00.00"
59509207,"CL;YF;WIC;CL, 13.80, -, 10.50, 00.00"
25577164,"CL;YF;WIC;CL, 13.80, -, 10.00, 00.00"
59509206,"CL;YF;WIC;CL, 13.80, -, 10.00, 00.00"
25577163,"CL;YF;WIC;CL, 13.80, -, 09.50, 00.00"
59509205,"CL;YF;WIC;CL, 13.80, -, 09.50, 00.00"
25577162,"CL;YF;WIC;CL, 13.80, -, 09.00, 00.00"
59509204,"CL;YF;WIC;CL, 13.80, -, 09.00, 00.00"
59509203,"CL;YF;WIC;CL, 13.80, -, 08.50, 00.00"
25577160,"CL;YF;WIC;CL, 13.80, -, 08.00, 00.00"
59509202,"CL;YF;WIC;CL, 13.80, -, 08.00, 00.00"
25577159,"CL;YF;WIC;CL, 13.80, -, 07.50, 00.00"
59509201,"CL;YF;WIC;CL, 13.80, -, 07.50, 00.00"
25577158,"CL;YF;WIC;CL, 13.80, -, 07.00, 00.00"
59509200,"CL;YF;WIC;CL, 13.80, -, 07.00, 00.00"
59509199,"CL;YF;WIC;CL, 13.80, -, 06.50, 00.00"
25577156,"CL;YF;WIC;CL, 13.80, -, 06.00, 00.00"
59509198,"CL;YF;WIC;CL, 13.80, -, 06.00, 00.00"
25577155,"CL;YF;WIC;CL, 13.80, -, 05.75, 00.00"
59509197,"CL;YF;WIC;CL, 13.80, -, 05.75, 00.00"
59509196,"CL;YF;WIC;CL, 13.80, -, 05.50, 00.00"
59509195,"CL;YF;WIC;CL, 13.80, -, 05.25, 00.00"
25577152,"CL;YF;WIC;CL, 13.80, -, 05.00, 00.00"
59509194,"CL;YF;WIC;CL, 13.80, -, 05.00, 00.00"
25577151,"CL;YF;WIC;CL, 13.80, -, 04.75, 00.00"
59509193,"CL;YF;WIC;CL, 13.80, -, 04.75, 00.00"
25577150,"CL;YF;WIC;CL, 13.80, -, 04.50, 00.00"
59509192,"CL;YF;WIC;CL, 13.80, -, 04.50, 00.00"
59509191,"CL;YF;WIC;CL, 13.80, -, 04.25, 00.00"
25577148,"CL;YF;WIC;CL, 13.80, -, 04.00, 00.00"
59509190,"CL;YF;WIC;CL, 13.80, -, 04.00, 00.00"
25577147,"CL;YF;WIC;CL, 13.80, -, 03.75, 00.00"
59509189,"CL;YF;WIC;CL, 13.80, -, 03.75, 00.00"
25577146,"CL;YF;WIC;CL, 13.80, -, 03.50, 00.00"
59509188,"CL;YF;WIC;CL, 13.80, -, 03.50, 00.00"
25577145,"CL;YF;WIC;CL, 13.80, -, 03.25, 00.00"
59509187,"CL;YF;WIC;CL, 13.80, -, 03.25, 00.00"
25577144,"CL;YF;WIC;CL, 13.80, -, 03.00, 00.00"
59509186,"CL;YF;WIC;CL, 13.80, -, 03.00, 00.00"
59509185,"CL;YF;WIC;CL, 13.80, -, 02.75, 00.00"
59509184,"CL;YF;WIC;CL, 13.80, -, 02.50, 00.00"
25577141,"CL;YF;WIC;CL, 13.80, -, 02.25, 00.00"
59509183,"CL;YF;WIC;CL, 13.80, -, 02.25, 00.00"
25577140,"CL;YF;WIC;CL, 13.80, -, 02.00, 00.00"
59509182,"CL;YF;WIC;CL, 13.80, -, 02.00, 00.00"
25577139,"CL;YF;WIC;CL, 13.80, -, 01.75, 00.00"
59509181,"CL;YF;WIC;CL, 13.80, -, 01.75, 00.00"
25577138,"CL;YF;WIC;CL, 13.80, -, 01.50, 00.00"
59509180,"CL;YF;WIC;CL, 13.80, -, 01.50, 00.00"
25577137,"CL;YF;WIC;CL, 13.80, -, 01.25, 00.00"
59509179,"CL;YF;WIC;CL, 13.80, -, 01.25, 00.00"
59509178,"CL;YF;WIC;CL, 13.80, -, 01.00, 00.00"
25577135,"CL;YF;WIC;CL, 13.80, -, 00.75, 00.00"
59509177,"CL;YF;WIC;CL, 13.80, -, 00.75, 00.00"
25577134,"CL;YF;WIC;CL, 13.80, -, 00.50, 00.00"
59509176,"CL;YF;WIC;CL, 13.80, -, 00.50, 00.00"
25577197,"CL;YF;WIC;CL, 13.00, +, 13.50, 00.00"
25577196,"CL;YF;WIC;CL, 13.00, +, 13.00, 00.00"
25577195,"CL;YF;WIC;CL, 13.00, +, 12.50, 00.00"
25577036,"CL;YF;WIC;CL, 13.00, +, 12.00, 00.00"
25577035,"CL;YF;WIC;CL, 13.00, +, 11.50, 00.00"
25577034,"CL;YF;WIC;CL, 13.00, +, 11.00, 00.00"
25577033,"CL;YF;WIC;CL, 13.00, +, 10.50, 00.00"
